"Factor","Items","Estimator","CFI","TLI","RMSEA","SRMR","Item_Count","Source"
"F4","v26,v27,v28,v30","MLR",0.994965369660419,0.984896108981257,0.066276560901806,0.0164137080088302,4,"data_2"
"F4","v26,v27,v28,v30","WLSMV",0.999873353532386,0.999620060597157,0.0273105168268732,0.0154403812220197,4,"data_2"
"F4","v26,v27,v28,v30,v31","MLR",0.997939987974538,0.995879975949076,0.0279186088538008,0.0183462352695309,5,"data_2"
"F4","v26,v27,v29,v30,v31","WLSMV",0.998474405594277,0.996948811188553,0.0717683625853816,0.0317310431162189,5,"data_2"
"F4","v26,v27,v29,v31","MLR",0.990971566090759,0.972914698272278,0.0688278484771911,0.024040639492158,4,"data_1"
"F4","v26,v27,v29,v31","WLSMV",0.998979508286815,0.996938524860444,0.0525741662592659,0.0270503457789105,4,"data_1"
"F4","v26,v28,v29,v30,v31","MLR",0.995674770987623,0.991349541975245,0.0383237689253976,0.0186692409756289,5,"data_1"
"F4","v26,v28,v30,v31","MLR",0.988248219636468,0.964744658909403,0.079828850882879,0.0217958947934279,4,"data_1"
"F4","v26,v28,v30,v31","MLR",0.999647827820113,0.998943483460338,0.0145813205851963,0.0161151530121293,4,"data_2"
"F4","v26,v28,v30,v31","WLSMV",0.99937836590843,0.998135097725289,0.0395988270216627,0.0226527910803186,4,"data_1"
"F4","v26,v29,v30,v31","MLR",0.993751568287622,0.981254704862867,0.0690068257847152,0.022735451215748,4,"data_2"
"F4","v26,v29,v30,v31","WLSMV",0.999496267657137,0.998488802971411,0.0502679187706398,0.0288682803499945,4,"data_2"
"F4","v27,v28,v29,v30","MLR",0.996146635028116,0.988439905084347,0.0545052606998434,0.0148035000630978,4,"data_1"
"F4","v27,v28,v29,v30,v31","MLR",0.990925257947206,0.981850515894413,0.0561324961473746,0.0214281014075034,5,"data_1"
"F4","v27,v28,v29,v30,v31","WLSMV",0.999682575859872,0.999365151719743,0.0252648469624817,0.0237861206268561,5,"data_1"
"F4","v27,v28,v30,v31","MLR",0.988896206571099,0.966688619713297,0.0776409749753535,0.0216617962908465,4,"data_1"
"F4","v27,v28,v30,v31","MLR",0.997521549205924,0.992564647617771,0.0375270081795543,0.0190927074245329,4,"data_2"
"F4","v27,v28,v30,v31","WLSMV",0.999440537106644,0.998321611319932,0.0378543333887597,0.0225386119997787,4,"data_1"
"F4","v27,v29,v30,v31","MLR",0.995528708276372,0.986586124829115,0.0488191433884592,0.0167184710849144,4,"data_1"
"F4","v27,v29,v30,v31","MLR",0.992439095259137,0.97731728577741,0.0735990350962645,0.0257707952625528,4,"data_2"
"F4","v27,v29,v30,v31","WLSMV",0.999064790840215,0.997194372520644,0.0626803962584795,0.0313652045063525,4,"data_2"
"F4","v28,v29,v30,v31","MLR",0.992415575110732,0.977246725332195,0.0696039385234275,0.0198352037819559,4,"data_1"
"F4","v28,v29,v30,v31","MLR",0.993080122481351,0.979240367444053,0.0749099327491803,0.0225681693838402,4,"data_2"
"F4","v28,v29,v30,v31","WLSMV",0.999044251115338,0.997132753346015,0.05724029595744,0.027036099784378,4,"data_1"
"F4","v28,v29,v30,v31","WLSMV",0.999708739822248,0.999126219466744,0.0384172465322619,0.0251221636396981,4,"data_2"
